"KAWASAN"|"WITEL"|"STO"|"ND_SPEEDY"|"BULAN_SALES"|"IS_CT0"|"KWADRAN_INET"|"STATUS_CABUT_DEMAND"|"AGING"|"UNIT"|"PRODUCT"|"CCAT"|"PLBLCL"|"LINECATS_FAMILY_LNAME"
DIVRE 2|JAKUT|MKR|"122519222996"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230701"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101259206"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212224170"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"121204239578"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CSR|"122304206150"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|MRY|"122706230161"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CSK|"122434253668"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|JTN|"121101259215"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGB|"121121310906"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|PDM|"122505500500"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|BJD|"129370204845"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CID|"122510272204"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|JTN|"121101259049"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701220123"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|CBB|"122119304253"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BEK|"122848262950"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249432"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|KPK|"122734218013"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|TAN|"122420242613"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CNE|"122214215203"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|BIN|"122207477284"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KAL|"122217260771"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KAL|"122217260054"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|GBC|"121661031167"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418221128"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251355"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|PSR|"121114305442"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|BJD|"129370204384"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|SEG|"122401246310"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256156"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KRA|"122846238072"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703253521"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703258371"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|SPL|"122312300464"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869230434"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PSR|"121114305320"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|RMP|"123418307416"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249455"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510266818"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|TANGERANG|GDS|"122425229943"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271455"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PKY|"122844215824"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433333245"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BBL|"122862308624"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|TBE|"121105251822"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|KMY|"121509229404"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|JAKTIM|JTN|"121101259048"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KRA|"123846208092"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433332648"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|SKJ|"122327228771"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CSN|"122329299707"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420239884"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|RKS|"121627136914"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|TPR|"122502428685"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|GAN|"121117230770"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661030339"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PKU|"122432216169"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|KLD|"122116250550"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKUT|TPR|"122502429997"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PKY|"122844321352"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433330488"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"121204239164"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BEKASI|BBL|"122862309243"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|CPA|"121212300978"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661031187"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844321148"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|MRY|"121715245749"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220331397"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGB|"121121310637"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|JTN|"121101257627"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228013"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226835"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847231645"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"122869230954"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KRG|"121122310673"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KLD|"122116241416"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420243006"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CPP|"122602271508"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869305863"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661030284"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|SKJ|"122327228900"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CWI|"122303299291"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251383"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PDE|"121115238291"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230450"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257503"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|KDY|"122706232146"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703254465"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256240"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212224873"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|JAG|"122219250035"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|GBC|"121661030379"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BOGOR|JGL|"129371200754"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|KRA|"123846202072"|"202211"|""|""|""|1|""|""|""|""|""
DIVRE 2|JAKTIM|JTN|"121101259026"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|BEKASI|SUE|"122866305750"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|PLM|"121711235667"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257749"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"121869221431"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701225984"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|LWL|"122307254913"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703258575"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|KRG|"121122310802"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212223834"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DEP|"129325200844"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|LBU|"121634121839"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|CLD|"121204239615"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BANTEN|RKS|"121627136510"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|RKS|"121627132520"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CBI|"122373225134"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703254175"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212300311"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|SKJ|"121327229178"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418221882"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|BIN|"122207476212"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|RKS|"121627132401"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BBL|"122862210153"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|JTN|"121101257362"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433331047"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BANTEN|BJO|"122410202191"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|PSM|"122220331441"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844315391"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|BIN|"122207477130"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|PGG|"122118289417"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844318333"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CID|"122510266923"|"202211"|""|"2"|""|1|""|"3P-HOS (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|BOGOR|DEP|"122325258510"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215584"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|TBE|"121105251037"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BANTEN|RKS|"121627131101"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|PSM|"122220331610"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKBAR|TGA|"122705221454"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|BOGOR|CJU|"122315218056"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BEK|"122848272074"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703255598"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|CWA|"121112240265"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228409"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|BOGOR|CSN|"122329299706"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KRA|"121846233901"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|KHL|"121310205984"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|CPD|"121423212769"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|STR|"123508212881"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|CIL|"122501415802"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KBY|"121202244723"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251071"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGB|"121121310327"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"121107996982"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420239785"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BJD|"121370201584"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|TPR|"122502419896"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703256035"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117229463"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|LBU|"121634123507"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433333340"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249673"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847247640"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|STR|"123508212878"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|MLP|"121635117481"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|DEP|"122325258756"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433332137"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|PLM|"121711235196"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"121420211896"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|CIL|"122501414919"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703256015"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847261209"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|PDG|"121630123285"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|SLP|"121701226014"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|BJO|"122410202052"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BEK|"122848311646"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703258804"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BOGOR|CNE|"122214215429"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|KAL|"122217260979"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703257143"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGG|"122118289977"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CLG|"122408315711"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|CPE|"122209249439"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
